sales_key,date_key,customer_key,product_key,store_key,quantity,discount,sales_amount,profit
5491,20250821,317,5,1,1,0.05,531.05,157.57
5492,20240711,145,6,1,3,0.1,1522.8,302.02
5493,20241003,982,26,3,3,0.1,742.5,97.58
5494,20220129,458,27,2,5,0.05,1206.5,171.1
5495,20220105,986,15,3,2,0.1,2037.6,444.29
5496,20250811,316,1,2,1,0.1,832.5,224.21
5497,20240625,968,13,3,2,0.0,2342.0,580.38
5498,20240905,471,29,3,2,0.05,1618.8,469.42
5499,20240810,222,3,1,1,0.0,910.0,94.13
5500,20220518,861,4,1,5,0.15,3332.0,806.57
5501,20241013,968,23,1,2,0.15,1881.9,273.56
5502,20240126,877,5,2,1,0.05,531.05,87.29
5503,20250728,555,5,1,5,0.05,2655.25,317.09
5504,20230605,984,7,2,5,0.0,3730.0,897.6
5505,20240416,606,23,2,3,0.0,3321.0,517.48
5506,20241214,457,14,1,2,0.15,2244.0,620.19
5507,20220622,540,5,3,4,0.15,1900.6,511.34
5508,20250524,267,21,2,2,0.15,950.3,231.77
5509,20220520,799,8,1,4,0.05,931.0,204.75
5510,20250213,504,20,2,2,0.15,1596.3,232.76
5511,20230523,56,3,3,5,0.05,4322.5,604.49
5512,20240101,217,26,1,3,0.05,783.75,223.65
5513,20240915,995,30,3,3,0.0,111.0,21.38
5514,20230316,785,1,3,5,0.05,4393.75,902.7
5515,20240213,835,11,2,2,0.0,2172.0,622.56
5516,20241108,181,7,2,2,0.0,1492.0,441.06
5517,20250904,55,1,2,4,0.15,3145.0,597.71
5518,20240929,120,10,1,4,0.15,4158.2,820.18
5519,20241029,697,16,2,4,0.05,5673.4,1057.41
5520,20220301,241,7,2,5,0.0,3730.0,966.94
5521,20241120,70,3,1,3,0.15,2320.5,258.44
5522,20240120,764,9,1,2,0.1,792.0,143.83
5523,20220113,370,14,1,3,0.0,3960.0,979.52
5524,20231123,779,2,3,2,0.15,600.1,168.88
5525,20220129,312,22,1,1,0.1,507.6,114.22
5526,20241007,711,10,3,5,0.0,6115.0,1820.52
5527,20220109,500,5,2,4,0.15,1900.6,283.83
5528,20230601,921,13,1,5,0.15,4976.75,792.3
5529,20230928,731,1,1,2,0.05,1757.5,263.18
5530,20230725,709,22,1,1,0.0,564.0,164.69
5531,20231217,806,15,1,5,0.1,5094.0,1218.18
5532,20240507,535,9,1,5,0.0,2200.0,269.77
5533,20241114,7,21,3,2,0.15,950.3,247.85
5534,20240831,887,9,2,3,0.1,1188.0,175.9
5535,20240718,540,7,1,1,0.15,634.1,141.3
5536,20250121,120,28,3,1,0.0,886.0,182.09
5537,20251013,172,13,2,3,0.0,3513.0,540.72
5538,20240508,610,23,2,3,0.1,2988.9,534.25
5539,20230924,886,24,2,4,0.1,3067.2,790.01
5540,20250918,997,10,1,4,0.15,4158.2,1075.87
5541,20241104,442,28,2,3,0.0,2658.0,704.56
5542,20240311,329,29,1,5,0.0,4260.0,1186.94
5543,20251220,174,6,1,5,0.0,2820.0,747.56
5544,20240424,359,6,1,2,0.05,1071.6,306.49
5545,20240106,341,10,3,1,0.15,1039.55,210.56
5546,20230429,192,19,2,5,0.0,7455.0,1435.29
5547,20220901,594,21,1,4,0.0,2236.0,630.21
5548,20230523,951,9,2,2,0.0,880.0,149.25
5549,20220710,369,16,3,1,0.05,1418.35,244.55
5550,20250628,587,19,1,5,0.15,6336.75,962.07
5551,20221103,368,22,1,2,0.05,1071.6,230.59
5552,20250210,844,30,2,5,0.15,157.25,19.58
5553,20231111,219,25,2,1,0.0,23.0,5.45
5554,20250813,773,4,1,4,0.15,2665.6,414.31
5555,20251215,664,28,1,4,0.0,3544.0,709.98
5556,20230804,871,29,1,4,0.15,2896.8,752.58
5557,20240104,706,19,1,3,0.1,4025.7,457.76
5558,20221111,532,18,1,1,0.0,437.0,88.83
5559,20220102,820,14,2,1,0.0,1320.0,318.4
5560,20250711,298,4,3,5,0.0,3920.0,1004.24
5561,20221021,83,30,1,5,0.0,185.0,18.94
5562,20240824,495,30,3,1,0.0,37.0,9.17
5563,20250428,234,11,2,3,0.0,3258.0,734.05
5564,20240927,78,6,2,2,0.15,958.8,114.89
5565,20231110,417,27,3,4,0.0,1016.0,191.03
5566,20231104,40,30,3,5,0.15,157.25,28.56
5567,20220904,790,9,3,2,0.0,880.0,251.38
5568,20240220,571,15,3,3,0.15,2886.6,451.58
5569,20241112,988,22,1,1,0.1,507.6,73.16
5570,20240413,176,9,2,2,0.1,792.0,202.0
5571,20220605,865,28,3,2,0.05,1683.4,464.77
5572,20240509,37,16,2,5,0.1,6718.5,1906.66
5573,20230904,899,28,2,2,0.0,1772.0,394.39
5574,20240403,745,27,1,3,0.1,685.8,124.53
5575,20230528,701,4,3,2,0.0,1568.0,246.89
5576,20250303,358,20,3,2,0.15,1596.3,255.8
5577,20241210,285,9,2,2,0.1,792.0,220.48
5578,20231209,633,20,2,2,0.1,1690.2,323.79
5579,20250226,416,2,1,1,0.15,300.05,71.11
5580,20221115,198,22,2,2,0.0,1128.0,337.3
5581,20230527,979,1,2,5,0.05,4393.75,742.28
5582,20250204,461,25,3,1,0.15,19.55,5.23
5583,20220204,215,7,2,4,0.05,2834.8,328.31
5584,20221026,935,8,1,2,0.05,465.5,47.03
5585,20220628,343,3,2,3,0.05,2593.5,344.53
5586,20250410,103,15,2,1,0.15,962.2,233.47
5587,20230426,141,20,2,5,0.15,3990.75,863.33
5588,20221128,209,26,1,2,0.05,522.5,71.45
5589,20250408,115,5,2,5,0.15,2375.75,406.27
5590,20240511,944,16,2,3,0.15,3807.15,447.27
5591,20220811,626,23,2,3,0.1,2988.9,681.1
5592,20221214,177,1,1,3,0.1,2497.5,322.79
5593,20250729,856,6,2,3,0.0,1692.0,301.74
5594,20240323,1000,20,1,5,0.1,4225.5,548.37
5595,20240118,23,1,2,3,0.0,2775.0,714.92
5596,20221029,759,4,3,5,0.0,3920.0,1031.17
5597,20251106,363,18,3,4,0.1,1573.2,389.11
5598,20240324,569,17,1,3,0.05,2345.55,691.39
5599,20250805,904,11,3,5,0.15,4615.5,1081.55
5600,20240426,446,6,1,1,0.0,564.0,92.64
5601,20240723,243,10,3,1,0.0,1223.0,256.84
5602,20220224,806,15,3,4,0.15,3848.8,544.53
5603,20230815,278,17,1,4,0.05,3127.4,885.52
5604,20251108,453,23,3,2,0.1,1992.6,551.32
5605,20231002,18,11,3,4,0.1,3909.6,786.29
5606,20220918,826,2,2,3,0.0,1059.0,241.88
5607,20220827,44,11,2,4,0.1,3909.6,888.18
5608,20250204,403,25,3,5,0.0,115.0,14.68
5609,20241214,669,19,1,3,0.15,3802.05,427.5
5610,20251215,595,22,3,1,0.1,507.6,105.2
5611,20240529,799,27,3,5,0.1,1143.0,226.28
5612,20231213,1,23,3,5,0.1,4981.5,688.31
5613,20250410,931,12,2,2,0.1,1726.2,498.35
5614,20240809,60,3,1,5,0.15,3867.5,421.81
5615,20240502,797,8,1,4,0.05,931.0,107.23
5616,20231201,8,22,1,3,0.15,1438.2,165.99
5617,20251028,782,19,3,1,0.05,1416.45,153.96
5618,20240529,507,25,1,4,0.0,92.0,10.62
5619,20221030,9,6,1,3,0.15,1438.2,232.84
5620,20240617,152,13,2,2,0.0,2342.0,634.54
5621,20251109,974,14,1,2,0.15,2244.0,468.85
5622,20241016,11,14,1,2,0.15,2244.0,667.62
5623,20230202,303,8,2,2,0.0,490.0,106.61
5624,20231123,859,29,1,4,0.1,3067.2,621.82
5625,20240601,886,20,1,3,0.1,2535.3,370.5
5626,20220924,484,4,1,2,0.15,1332.8,261.49
5627,20240801,625,17,1,4,0.1,2962.8,844.33
5628,20250327,434,2,3,5,0.0,1765.0,461.0
5629,20230604,746,8,2,5,0.15,1041.25,273.58
5630,20230831,979,29,1,2,0.1,1533.6,367.85
5631,20220328,779,14,1,4,0.1,4752.0,1233.4
5632,20220708,440,30,1,1,0.15,31.45,8.85
5633,20230510,465,18,1,5,0.05,2075.75,442.13
5634,20230208,674,9,2,3,0.15,1122.0,118.01
5635,20250517,557,22,2,1,0.0,564.0,111.89
5636,20230706,667,26,3,4,0.0,1100.0,196.3
5637,20230621,353,5,1,3,0.05,1593.15,326.18
5638,20240723,752,24,2,2,0.15,1448.4,335.49
5639,20250215,851,6,3,3,0.0,1692.0,236.69
5640,20250813,803,14,1,3,0.1,3564.0,999.94
5641,20230108,797,1,1,4,0.15,3145.0,940.58
5642,20221027,755,15,3,2,0.0,2264.0,543.34
5643,20240502,990,7,3,5,0.05,3543.5,472.34
5644,20220129,31,19,3,5,0.0,7455.0,895.17
5645,20250304,743,6,3,1,0.05,535.8,125.98
5646,20231019,652,12,3,1,0.0,959.0,172.05
5647,20230925,204,14,2,2,0.1,2376.0,241.74
5648,20251214,112,3,1,4,0.15,3094.0,771.98
5649,20220310,596,1,1,2,0.15,1572.5,445.61
5650,20220208,214,10,3,1,0.05,1161.85,172.47
5651,20230812,284,3,3,1,0.15,773.5,180.92
5652,20220907,576,4,3,2,0.0,1568.0,218.81
5653,20240108,797,25,2,3,0.05,65.55,11.06
5654,20220520,414,6,3,2,0.1,1015.2,200.71
5655,20230217,791,22,2,4,0.1,2030.4,596.33
5656,20230423,632,24,3,4,0.0,3408.0,962.07
5657,20230531,401,22,2,1,0.1,507.6,91.14
5658,20231014,823,19,2,5,0.15,6336.75,671.02
5659,20240401,435,19,2,3,0.1,4025.7,672.73
5660,20230110,661,28,1,2,0.0,1772.0,396.09
5661,20231127,952,29,1,3,0.1,2300.4,517.34
5662,20230313,356,6,1,2,0.1,1015.2,188.91
5663,20240229,369,20,3,5,0.05,4460.25,788.34
5664,20251124,236,15,2,3,0.15,2886.6,764.09
5665,20230428,324,1,2,1,0.05,878.75,181.45
5666,20240820,851,24,3,2,0.0,1704.0,331.55
5667,20231001,560,25,1,4,0.05,87.4,14.76
5668,20230527,210,16,2,2,0.15,2538.1,353.53
5669,20221205,683,13,1,5,0.1,5269.5,690.02
5670,20240424,627,19,2,3,0.1,4025.7,900.97
5671,20251010,263,26,3,2,0.15,467.5,64.4
5672,20240626,142,15,1,5,0.0,5660.0,1540.52
5673,20220623,730,10,2,4,0.1,4402.8,533.81
5674,20240514,537,29,1,1,0.05,809.4,145.36
5675,20230428,837,17,2,2,0.0,1646.0,430.37
5676,20250619,956,7,2,3,0.0,2238.0,332.09
5677,20240703,230,17,3,1,0.15,699.55,131.11
5678,20240610,499,19,1,2,0.1,2683.8,744.13
5679,20251129,983,14,2,5,0.0,6600.0,1267.13
5680,20220802,337,12,3,3,0.15,2445.45,566.79
5681,20240319,903,19,1,1,0.1,1341.9,185.76
5682,20230914,744,19,1,2,0.1,2683.8,337.07
5683,20240121,100,25,1,2,0.05,43.7,11.18
5684,20230509,755,7,2,5,0.15,3170.5,568.05
5685,20240617,780,23,3,5,0.0,5535.0,615.72
5686,20221015,405,8,3,5,0.0,1225.0,171.65
5687,20230606,731,27,2,1,0.15,215.9,27.84
5688,20240828,597,20,1,3,0.0,2817.0,289.38
5689,20231227,974,10,1,3,0.1,3302.1,751.04
5690,20240603,717,28,1,2,0.0,1772.0,530.8
5691,20240813,109,24,2,2,0.05,1618.8,352.8
5692,20251010,312,26,1,3,0.05,783.75,161.05
5693,20221222,740,12,1,3,0.05,2733.15,697.57
5694,20221110,910,26,2,4,0.05,1045.0,187.38
5695,20220722,360,25,2,1,0.15,19.55,5.28
5696,20240722,972,5,2,1,0.1,503.1,106.27
5697,20250418,535,12,3,4,0.05,3644.2,705.75
5698,20240715,777,30,3,1,0.05,35.15,4.68
5699,20240820,28,4,2,1,0.0,784.0,79.44
5700,20241020,156,5,2,4,0.0,2236.0,386.09
5701,20240225,740,3,1,4,0.1,3276.0,463.25
5702,20220411,443,8,2,5,0.0,1225.0,262.55
5703,20230909,278,30,3,1,0.05,35.15,5.08
5704,20230927,102,14,3,3,0.0,3960.0,1125.45
5705,20231112,734,30,2,2,0.0,74.0,15.17
5706,20230429,893,13,3,5,0.1,5269.5,1493.09
5707,20240403,6,24,1,5,0.1,3834.0,645.84
5708,20250202,587,23,1,3,0.0,3321.0,548.02
5709,20240415,213,15,1,3,0.0,3396.0,655.13
5710,20221215,608,9,2,2,0.0,880.0,107.66
5711,20251120,289,2,2,1,0.15,300.05,33.63
5712,20240102,921,21,2,4,0.1,2012.4,270.41
5713,20241213,319,14,1,3,0.15,3366.0,463.55
5714,20250116,929,21,1,2,0.1,1006.2,138.37
5715,20230608,64,1,2,4,0.15,3145.0,482.97
5716,20230929,104,22,1,2,0.0,1128.0,118.34
5717,20240817,498,20,2,1,0.15,798.15,183.46
5718,20221019,198,19,3,5,0.0,7455.0,762.82
5719,20240604,227,12,3,3,0.15,2445.45,613.89
5720,20220319,546,8,1,2,0.0,490.0,128.82
5721,20240816,375,2,1,3,0.0,1059.0,187.38
5722,20220621,285,6,3,3,0.1,1522.8,251.36
5723,20240730,788,16,1,4,0.1,5374.8,1284.2
5724,20230224,625,5,3,1,0.1,503.1,149.23
5725,20250407,805,26,1,3,0.05,783.75,220.07
5726,20230330,297,3,3,3,0.0,2730.0,448.62
5727,20251130,811,5,3,4,0.0,2236.0,639.23
5728,20250522,196,12,3,2,0.1,1726.2,328.06
5729,20220501,556,13,1,5,0.0,5855.0,684.51
5730,20240112,150,12,2,3,0.1,2589.3,524.76
5731,20221018,437,2,1,2,0.05,670.7,75.43
5732,20240429,356,6,3,5,0.15,2397.0,531.66
5733,20231205,433,2,3,5,0.05,1676.75,172.85
5734,20230912,529,11,1,3,0.15,2769.3,525.94
5735,20230717,930,17,3,4,0.15,2798.2,650.26
5736,20231216,245,21,2,3,0.15,1425.45,340.03
5737,20220603,45,18,2,2,0.05,830.3,157.52
5738,20221212,369,16,1,1,0.15,1269.05,131.51
5739,20230405,272,23,1,3,0.15,2822.85,493.26
5740,20250509,903,15,2,3,0.15,2886.6,511.4
5741,20250825,811,20,1,1,0.15,798.15,106.24
5742,20241025,191,6,1,3,0.05,1607.4,198.58
5743,20221216,424,16,1,3,0.1,4031.1,435.72
5744,20240210,776,15,1,2,0.05,2150.8,471.44
5745,20230530,186,12,3,3,0.1,2589.3,628.97
5746,20241003,313,10,2,5,0.0,6115.0,1533.41
5747,20250207,803,25,1,4,0.05,87.4,16.25
5748,20250228,446,20,1,4,0.0,3756.0,557.97
5749,20230321,642,8,3,4,0.1,882.0,196.73
5750,20230725,805,12,2,4,0.15,3260.6,879.28
5751,20220720,43,21,1,4,0.05,2124.2,437.15
5752,20240127,673,30,2,3,0.0,111.0,21.43
5753,20250828,341,18,2,5,0.1,1966.5,353.46
5754,20230622,424,18,2,3,0.05,1245.45,187.09
5755,20220707,584,27,2,3,0.15,647.7,185.0
5756,20220225,270,3,2,2,0.05,1729.0,245.65
5757,20221212,628,19,1,5,0.15,6336.75,641.11
5758,20220615,459,16,3,3,0.15,3807.15,837.24
5759,20240710,325,30,1,2,0.05,70.3,12.52
5760,20251208,783,8,1,2,0.0,490.0,119.65
5761,20240421,249,11,1,2,0.1,1954.8,403.1
5762,20230503,460,23,2,1,0.05,1051.65,300.78
5763,20221226,990,9,3,3,0.05,1254.0,266.49
5764,20250327,342,24,2,1,0.05,809.4,155.55
5765,20241023,633,13,1,1,0.15,995.35,112.46
5766,20220703,293,10,2,4,0.1,4402.8,763.94
5767,20240601,250,26,3,3,0.1,742.5,124.66
5768,20240706,251,7,3,4,0.1,2685.6,314.58
5769,20231016,614,15,2,1,0.05,1075.4,210.46
5770,20221216,4,19,1,4,0.05,5665.8,1101.28
5771,20230220,195,25,1,5,0.15,97.75,25.22
5772,20220610,264,13,1,1,0.0,1171.0,126.02
5773,20220430,596,3,3,2,0.0,1820.0,228.97
5774,20220804,740,10,3,5,0.0,6115.0,898.22
5775,20230224,798,22,3,4,0.15,1917.6,322.25
5776,20250414,10,1,2,2,0.05,1757.5,252.55
5777,20230612,530,24,2,5,0.15,3621.0,424.0
5778,20230818,391,29,3,3,0.05,2428.2,304.1
5779,20221018,222,13,2,5,0.05,5562.25,630.15
5780,20240114,911,7,1,4,0.05,2834.8,490.91
5781,20220822,345,30,1,1,0.0,37.0,9.78
5782,20230413,16,17,2,5,0.15,3497.75,833.68
5783,20241203,636,17,2,5,0.1,3703.5,511.52
5784,20220112,292,28,3,2,0.15,1506.2,160.68
5785,20220407,362,29,3,2,0.0,1704.0,204.28
5786,20250504,657,28,3,1,0.1,797.4,172.19
5787,20220102,653,29,2,5,0.15,3621.0,422.94
5788,20250408,689,5,3,5,0.1,2515.5,686.08
5789,20230125,250,4,1,4,0.05,2979.2,776.04
5790,20221111,284,10,2,1,0.15,1039.55,268.89
5791,20241126,110,19,3,5,0.0,7455.0,934.29
5792,20220510,500,13,2,2,0.15,1990.7,270.62
5793,20230419,388,26,2,4,0.0,1100.0,192.58
5794,20240411,217,24,3,5,0.1,3834.0,1079.29
5795,20221118,817,12,1,3,0.15,2445.45,537.57
5796,20230526,125,24,3,5,0.05,4047.0,1079.3
5797,20231123,804,29,3,4,0.1,3067.2,582.72
5798,20241207,168,24,2,3,0.1,2300.4,376.12
5799,20220423,26,30,2,1,0.0,37.0,8.76
5800,20250219,618,9,1,3,0.1,1188.0,289.14
5801,20250309,639,25,2,3,0.05,65.55,11.81
5802,20230929,198,22,3,1,0.0,564.0,114.43
5803,20240402,412,25,1,1,0.0,23.0,6.89
5804,20221217,217,20,1,4,0.05,3568.2,775.12
5805,20240403,587,10,1,5,0.1,5503.5,1097.68
5806,20240529,870,15,3,3,0.15,2886.6,529.71
5807,20240506,991,26,1,3,0.15,701.25,208.16
5808,20220529,531,10,1,1,0.1,1100.7,267.42
5809,20220516,891,12,2,3,0.15,2445.45,256.59
5810,20240602,8,12,3,1,0.15,815.15,119.13
5811,20230925,894,25,2,4,0.0,92.0,27.06
5812,20220923,744,23,2,2,0.1,1992.6,295.53
5813,20240804,808,27,2,4,0.0,1016.0,136.83
5814,20220911,257,9,2,1,0.0,440.0,49.73
5815,20220625,475,3,3,1,0.15,773.5,105.62
5816,20250906,880,12,1,2,0.1,1726.2,471.63
5817,20230530,721,13,3,3,0.15,2986.05,540.73
5818,20251002,525,24,1,3,0.1,2300.4,614.24
5819,20250303,573,14,2,4,0.15,4488.0,504.19
5820,20250915,704,19,1,3,0.1,4025.7,1148.73
5821,20241118,520,27,2,3,0.1,685.8,121.41
5822,20231104,27,12,3,3,0.15,2445.45,717.02
5823,20220509,576,16,1,3,0.15,3807.15,908.82
5824,20250402,638,2,2,5,0.15,1500.25,222.87
5825,20250311,796,2,3,2,0.1,635.4,97.74
5826,20240508,368,1,3,2,0.15,1572.5,464.54
5827,20230429,456,21,2,3,0.05,1593.15,388.81
5828,20241013,607,4,2,2,0.1,1411.2,414.83
5829,20221112,200,22,3,1,0.1,507.6,106.05
5830,20240801,43,27,1,2,0.05,482.6,113.03
5831,20250205,385,19,1,5,0.0,7455.0,1943.75
5832,20220712,168,13,1,2,0.0,2342.0,643.3
5833,20230806,740,13,1,3,0.1,3161.7,859.98
5834,20250507,421,4,1,1,0.05,744.8,216.88
5835,20240223,430,13,2,1,0.15,995.35,201.99
5836,20241128,488,21,2,2,0.1,1006.2,141.11
5837,20231202,620,24,2,5,0.15,3621.0,891.99
5838,20220521,534,16,3,1,0.05,1418.35,292.86
5839,20220329,910,20,1,3,0.05,2676.15,606.37
5840,20230619,456,3,3,4,0.1,3276.0,677.19
5841,20220212,297,7,1,4,0.15,2536.4,329.8
5842,20240920,876,17,1,2,0.1,1481.4,433.46
5843,20220625,494,30,1,4,0.05,140.6,23.17
5844,20250919,222,6,1,2,0.0,1128.0,210.36
5845,20220611,680,6,1,5,0.1,2538.0,660.24
5846,20220213,323,14,3,2,0.05,2508.0,674.15
5847,20240427,151,18,1,3,0.1,1179.9,147.67
5848,20250411,671,5,1,2,0.1,1006.2,117.54
5849,20240426,605,1,3,1,0.1,832.5,131.01
5850,20250107,929,26,3,1,0.0,275.0,45.46
5851,20240917,437,26,2,4,0.0,1100.0,115.3
5852,20250404,847,17,3,3,0.0,2469.0,272.3
5853,20240107,790,15,3,1,0.05,1075.4,254.57
5854,20250901,577,24,1,3,0.0,2556.0,537.8
5855,20230831,635,19,3,1,0.15,1267.35,326.6
5856,20230105,173,5,2,3,0.05,1593.15,435.63
5857,20250923,996,17,1,5,0.05,3909.25,1092.06
5858,20220314,270,14,1,5,0.05,6270.0,1356.2
5859,20221202,712,29,2,5,0.05,4047.0,893.79
5860,20250228,836,25,2,4,0.1,82.8,21.27
5861,20221011,923,18,1,4,0.15,1485.8,291.39
5862,20230619,709,8,2,4,0.15,833.0,235.73
5863,20220125,879,30,2,2,0.15,62.9,18.18
5864,20230126,581,1,1,5,0.1,4162.5,1025.31
5865,20230426,921,21,3,2,0.0,1118.0,235.49
5866,20240818,163,19,2,5,0.05,7082.25,1157.35
5867,20220403,973,8,1,3,0.05,698.25,83.09
5868,20230506,522,11,3,5,0.0,5430.0,1033.51
5869,20220312,606,3,1,2,0.0,1820.0,243.73
5870,20241130,239,1,3,3,0.15,2358.75,689.02
5871,20240515,222,21,1,2,0.05,1062.1,176.68
5872,20250623,649,22,2,2,0.0,1128.0,207.86
5873,20220705,599,19,1,2,0.15,2534.7,297.71
5874,20240226,917,1,3,1,0.05,878.75,125.4
5875,20230629,256,16,3,2,0.05,2836.7,323.44
5876,20250908,815,16,3,1,0.1,1343.7,191.04
5877,20240421,153,4,1,3,0.0,2352.0,356.35
5878,20221109,494,16,2,5,0.0,7465.0,1476.89
5879,20240517,78,6,1,3,0.05,1607.4,327.41
5880,20221228,146,30,2,2,0.05,70.3,13.44
5881,20220901,199,11,2,1,0.0,1086.0,191.24
5882,20240521,656,19,2,3,0.1,4025.7,616.11
5883,20221203,54,11,1,1,0.1,977.4,246.3
5884,20230917,586,25,1,1,0.0,23.0,3.99
5885,20231107,795,16,3,4,0.1,5374.8,1043.42
5886,20220525,693,1,3,1,0.1,832.5,136.17
5887,20240522,555,14,2,2,0.15,2244.0,419.28
5888,20251103,88,9,3,5,0.05,2090.0,298.59
5889,20221208,352,10,2,4,0.1,4402.8,1049.73
5890,20241019,697,17,3,4,0.05,3127.4,395.91
5891,20240704,988,13,2,2,0.05,2224.9,559.04
5892,20221224,424,20,3,4,0.05,3568.2,836.84
5893,20240326,457,21,1,2,0.15,950.3,204.01
5894,20231025,792,18,3,3,0.15,1114.35,301.83
5895,20251017,317,6,1,3,0.0,1692.0,454.01
5896,20240626,103,25,2,1,0.0,23.0,5.0
5897,20230620,723,28,2,3,0.15,2259.3,450.54
5898,20250922,688,9,3,5,0.0,2200.0,555.85
5899,20220723,270,13,1,3,0.15,2986.05,578.62
5900,20220224,73,17,1,5,0.0,4115.0,552.96
5901,20241220,838,25,2,3,0.0,69.0,8.89
5902,20220905,567,11,2,3,0.0,3258.0,534.53
5903,20250413,572,4,3,3,0.15,1999.2,344.55
5904,20230218,910,26,2,2,0.15,467.5,62.43
5905,20230228,278,28,2,2,0.1,1594.8,367.39
5906,20230319,713,17,1,2,0.15,1399.1,360.06
5907,20220502,563,20,1,4,0.0,3756.0,517.43
5908,20220802,445,30,1,3,0.05,105.45,22.67
5909,20230905,716,14,2,1,0.15,1122.0,233.11
5910,20220703,918,25,1,2,0.0,46.0,6.15
5911,20251017,687,3,2,1,0.1,819.0,187.34
5912,20221114,328,16,1,1,0.05,1418.35,348.95
5913,20240916,987,19,2,3,0.15,3802.05,793.64
5914,20220827,464,6,1,3,0.0,1692.0,366.15
5915,20240915,833,13,3,2,0.0,2342.0,664.79
5916,20240421,725,28,3,1,0.1,797.4,119.04
5917,20241116,893,25,2,2,0.0,46.0,8.15
5918,20240605,830,18,1,5,0.1,1966.5,521.4
5919,20231014,172,7,3,1,0.0,746.0,181.45
5920,20240120,247,24,1,3,0.0,2556.0,738.22
5921,20240310,807,2,3,5,0.15,1500.25,368.86
5922,20230122,187,16,2,3,0.15,3807.15,417.98
5923,20230108,870,1,1,4,0.1,3330.0,795.98
5924,20241217,951,27,2,4,0.05,965.2,167.18
5925,20241218,896,16,1,1,0.0,1493.0,356.56
5926,20220621,203,4,2,5,0.0,3920.0,402.88
5927,20241215,893,23,3,3,0.1,2988.9,365.52
5928,20250312,304,6,1,2,0.15,958.8,286.61
5929,20250103,547,19,1,2,0.15,2534.7,633.9
5930,20240907,389,14,2,4,0.1,4752.0,731.99
5931,20220228,263,14,1,1,0.1,1188.0,305.11
5932,20240514,888,6,2,5,0.1,2538.0,335.03
5933,20250704,964,10,3,2,0.15,2079.1,549.87
5934,20221212,51,27,2,1,0.1,228.6,54.44
5935,20220314,459,22,1,1,0.15,479.4,117.99
5936,20220308,385,25,2,2,0.0,46.0,6.29
5937,20230715,217,2,1,2,0.0,706.0,160.51
5938,20240710,753,4,2,5,0.15,3332.0,925.65
5939,20240401,542,2,1,5,0.05,1676.75,279.46
5940,20230622,959,17,1,5,0.1,3703.5,447.93
5941,20220718,184,11,2,3,0.15,2769.3,600.17
5942,20230223,599,29,1,3,0.1,2300.4,680.41
5943,20230504,468,4,3,3,0.0,2352.0,335.7
5944,20230927,811,8,2,3,0.1,661.5,119.3
5945,20231030,505,4,3,4,0.15,2665.6,492.05
5946,20231025,74,27,1,1,0.1,228.6,29.12
5947,20230715,259,5,1,1,0.15,475.15,67.76
5948,20240720,324,8,2,5,0.15,1041.25,217.89
5949,20230617,951,29,3,1,0.15,724.2,190.74
5950,20230830,403,4,3,5,0.0,3920.0,770.56
5951,20231220,569,24,1,3,0.05,2428.2,422.24
5952,20250808,276,4,3,4,0.05,2979.2,693.23
5953,20220516,28,25,1,2,0.0,46.0,13.03
5954,20250728,913,14,3,2,0.05,2508.0,587.6
5955,20250821,540,10,3,2,0.1,2201.4,518.14
5956,20250115,529,19,3,5,0.0,7455.0,2038.54
5957,20220802,176,22,2,4,0.1,2030.4,581.53
5958,20220330,122,15,1,2,0.0,2264.0,518.74
5959,20250401,495,14,2,3,0.1,3564.0,732.1
5960,20240514,890,23,2,1,0.0,1107.0,260.71
5961,20240804,557,4,2,3,0.0,2352.0,591.33
5962,20220124,513,11,1,1,0.1,977.4,238.82
5963,20240205,239,23,3,3,0.05,3154.95,531.57
5964,20251220,36,20,2,2,0.1,1690.2,174.46
5965,20220503,857,23,3,4,0.05,4206.6,1193.33
5966,20221105,668,27,2,2,0.05,482.6,93.41
5967,20230208,988,23,2,2,0.05,2103.3,313.49
5968,20241218,78,18,1,1,0.05,415.15,121.87
5969,20240925,804,13,2,5,0.15,4976.75,690.2
5970,20250704,662,12,2,2,0.15,1630.3,180.51
5971,20230615,47,25,3,3,0.15,58.65,14.27
5972,20230413,129,4,2,4,0.0,3136.0,545.23
5973,20231206,122,9,1,2,0.15,748.0,81.61
5974,20240527,477,2,3,3,0.05,1006.05,297.52
5975,20220718,615,30,3,5,0.1,166.5,20.52
5976,20240421,415,21,2,1,0.05,531.05,131.61
5977,20240715,790,30,1,2,0.0,74.0,17.06
5978,20251229,839,24,3,4,0.05,3237.6,875.77
5979,20230621,117,6,3,4,0.1,2030.4,487.65
5980,20220917,375,28,3,5,0.1,3987.0,1036.98
5981,20240307,744,25,1,1,0.15,19.55,3.7
5982,20251021,109,24,1,4,0.0,3408.0,838.64
5983,20231015,269,2,3,4,0.1,1270.8,166.43
5984,20220512,818,30,3,2,0.05,70.3,16.52
5985,20241119,272,7,1,1,0.1,671.4,185.89
5986,20230817,403,12,1,2,0.15,1630.3,211.7
5987,20230219,177,4,3,4,0.05,2979.2,390.86
5988,20230823,619,7,3,2,0.1,1342.8,291.78
5989,20241204,637,30,3,5,0.15,157.25,42.91
5990,20230120,10,9,2,5,0.05,2090.0,498.01
5991,20241012,900,20,3,3,0.0,2817.0,425.81
5992,20241006,498,4,1,4,0.15,2665.6,743.42
